dbLevel,dominantFrequency,variance,spikeCount,trainingLabel
50.6977,1164.06,493998.0,79,NON_HUMAN
49.8137,710.938,290081.0,84,NON_HUMAN
59.1242,585.938,2127910.0,380,HUMAN
52.2106,382.812,436781.0,90,HUMAN
53.49,609.375,609177.0,164,HUMAN
48.4629,335.938,176354.0,160,HUMAN
48.0565,1406.25,162919.0,101,NON_HUMAN
51.6115,289.062,399929.0,125,HUMAN
46.6245,23.4375,159087.0,65,HUMAN
44.509,406.25,73146.7,1,HUMAN
56.9443,1726.56,1252890.0,382,NON_HUMAN
61.1088,664.062,3337300.0,390,NON_HUMAN
57.2392,539.062,1386020.0,265,HUMAN
59.8816,656.25,2583990.0,372,NON_HUMAN
59.2389,140.625,2146950.0,291,HUMAN
35.9341,242.188,11570.7,0,HUMAN
46.2098,265.625,111102.0,26,HUMAN
45.3011,23.4375,84656.1,0,HUMAN
44.2434,23.4375,68223.5,0,HUMAN
47.1355,23.4375,124187.0,0,HUMAN
45.7685,23.4375,86546.9,0,HUMAN
46.0712,23.4375,102380.0,0,HUMAN
44.4141,23.4375,74908.2,0,HUMAN
45.5278,23.4375,97536.7,0,HUMAN
45.5938,23.4375,86198.0,0,HUMAN
44.4168,23.4375,72816.3,0,HUMAN
47.3887,23.4375,143361.0,0,HUMAN
46.2072,23.4375,111514.0,0,HUMAN
45.472,23.4375,86794.3,15,HUMAN
65.8358,937.5,1.0574E7,446,NON_HUMAN
73.8707,1398.44,6.28195E7,500,NON_HUMAN
70.1079,1312.5,2.55276E7,480,NON_HUMAN
59.3168,1320.31,2387610.0,387,NON_HUMAN
50.9047,23.4375,319560.0,219,HUMAN
44.8241,23.4375,81930.7,0,HUMAN
68.4859,7.8125,3.40656E7,0,HUMAN
46.1865,23.4375,121346.0,0,HUMAN
49.2114,23.4375,159449.0,0,HUMAN
46.4744,23.4375,109749.0,0,HUMAN
47.725,23.4375,150351.0,0,HUMAN
45.4819,23.4375,88022.2,0,HUMAN
45.5074,23.4375,97205.8,0,HUMAN
45.5581,23.4375,86402.6,0,HUMAN
44.5297,23.4375,75600.3,0,HUMAN
45.0265,23.4375,81787.1,0,HUMAN
46.6494,23.4375,100822.0,0,HUMAN
46.0379,23.4375,93623.8,0,HUMAN
48.4208,23.4375,223846.0,0,HUMAN
46.4609,23.4375,112745.0,0,HUMAN
47.0013,23.4375,126958.0,0,HUMAN
46.3609,54.6875,100417.0,0,HUMAN
46.2272,23.4375,110040.0,0,HUMAN
46.0918,23.4375,103526.0,0,HUMAN
46.2433,23.4375,109950.0,0,HUMAN
46.3891,62.5,112873.0,0,HUMAN
45.6625,23.4375,95627.9,0,HUMAN
44.8487,23.4375,79214.7,0,HUMAN
46.1011,23.4375,99862.1,0,HUMAN
45.3161,23.4375,95048.2,0,HUMAN
44.9161,23.4375,77284.6,0,HUMAN
44.9026,23.4375,73182.1,0,HUMAN
46.4033,23.4375,101125.0,9,HUMAN
47.2567,23.4375,132729.0,0,HUMAN
44.488,23.4375,74809.7,0,HUMAN
44.3852,23.4375,50500.2,0,HUMAN
46.8554,23.4375,139399.0,23,HUMAN
44.6849,23.4375,82604.0,0,HUMAN
46.1396,23.4375,105256.0,13,HUMAN
46.9835,23.4375,116120.0,4,HUMAN
45.776,23.4375,99499.2,3,HUMAN
45.3276,23.4375,91481.2,1,HUMAN
45.8639,23.4375,94022.5,1,HUMAN
45.7134,23.4375,91634.4,0,HUMAN
45.6719,54.6875,101075.0,0,HUMAN
45.9413,23.4375,100549.0,5,HUMAN
44.5785,23.4375,74060.5,0,HUMAN
46.0619,23.4375,97127.2,0,HUMAN
45.8593,23.4375,93667.3,0,HUMAN
45.9814,54.6875,105714.0,0,HUMAN
45.4415,23.4375,90526.5,0,HUMAN
44.5792,23.4375,79299.2,0,HUMAN
44.926,23.4375,75344.9,0,HUMAN
44.0709,23.4375,68193.5,0,HUMAN
45.1171,23.4375,76471.9,0,HUMAN
46.4044,23.4375,105693.0,0,HUMAN
45.265,23.4375,87185.6,0,HUMAN
45.5843,23.4375,72301.1,0,HUMAN
44.8412,23.4375,73971.2,0,HUMAN
48.2026,70.3125,155382.0,0,HUMAN
46.4096,23.4375,111022.0,0,HUMAN
46.8677,23.4375,119031.0,0,HUMAN
45.5319,23.4375,89883.5,0,HUMAN
43.8323,23.4375,58444.5,0,HUMAN
44.5069,23.4375,82598.3,0,HUMAN
44.82,23.4375,70950.7,0,HUMAN
45.7707,23.4375,100104.0,0,HUMAN
46.9242,54.6875,123947.0,0,HUMAN
48.6449,23.4375,146211.0,0,HUMAN
51.6442,15.625,352109.0,0,HUMAN
45.4547,23.4375,93624.0,0,HUMAN
45.0941,23.4375,80742.2,0,HUMAN
45.3239,23.4375,79311.2,0,HUMAN
44.9091,23.4375,80657.6,0,HUMAN
44.6501,23.4375,71995.9,0,HUMAN
44.0756,23.4375,60990.5,0,HUMAN
44.6736,23.4375,70396.7,0,HUMAN
44.7106,23.4375,74682.3,0,HUMAN
44.1715,23.4375,60885.9,0,HUMAN
45.9351,23.4375,91197.7,0,HUMAN
44.7477,23.4375,65816.8,0,HUMAN
45.9357,23.4375,94531.2,0,HUMAN
45.3078,23.4375,89869.8,0,HUMAN
45.8834,23.4375,100441.0,0,HUMAN
45.859,23.4375,101700.0,0,HUMAN
44.4392,23.4375,67998.3,0,HUMAN
44.2575,23.4375,74104.7,0,HUMAN
44.4383,23.4375,71257.2,0,HUMAN
45.1354,23.4375,73749.6,0,HUMAN
45.1085,23.4375,77845.6,0,HUMAN
46.0834,23.4375,107050.0,0,HUMAN
45.7725,54.6875,96453.8,0,HUMAN
44.0049,23.4375,57874.5,0,HUMAN
45.7055,23.4375,92374.2,0,HUMAN
44.9649,23.4375,79110.6,0,HUMAN
43.7096,23.4375,57572.1,0,HUMAN
42.9631,23.4375,54902.3,0,HUMAN
45.2865,23.4375,83175.7,0,HUMAN
44.9622,23.4375,80026.5,0,HUMAN
45.3414,23.4375,87944.6,0,HUMAN
44.9558,23.4375,88861.5,0,HUMAN
46.6692,23.4375,128814.0,0,HUMAN
45.5076,23.4375,89511.9,0,HUMAN
45.1505,23.4375,82335.6,0,HUMAN
43.3068,23.4375,60169.9,0,HUMAN
44.2511,23.4375,67804.2,0,HUMAN
45.2789,23.4375,79593.1,0,HUMAN
45.4966,23.4375,85714.9,0,HUMAN
44.5958,23.4375,74606.3,0,HUMAN
44.7971,23.4375,70889.3,0,HUMAN
45.2999,23.4375,78981.0,0,HUMAN
44.1598,23.4375,70984.2,0,HUMAN
47.8666,23.4375,166284.0,0,HUMAN
46.2438,23.4375,114703.0,2,HUMAN
45.1987,23.4375,82423.7,0,HUMAN
44.7612,23.4375,70709.8,0,HUMAN
46.6537,23.4375,114784.0,1,HUMAN
44.9882,23.4375,68988.8,0,HUMAN
45.3018,23.4375,83126.9,0,HUMAN
45.2274,23.4375,86784.1,0,HUMAN
45.9892,23.4375,95016.5,0,HUMAN
45.8979,23.4375,101603.0,0,HUMAN
44.9615,23.4375,82972.4,0,HUMAN
47.2633,23.4375,125666.0,0,HUMAN
45.1352,23.4375,75425.7,0,HUMAN
45.9306,23.4375,100888.0,1,HUMAN
45.7934,23.4375,99421.4,0,HUMAN
46.108,23.4375,104292.0,0,HUMAN
46.0396,23.4375,88454.7,0,HUMAN
46.9148,23.4375,121149.0,0,HUMAN
45.7869,23.4375,92374.4,0,HUMAN
49.2043,23.4375,189409.0,0,HUMAN
46.2889,23.4375,107203.0,2,HUMAN
45.3522,23.4375,81816.8,0,HUMAN
44.9306,23.4375,75635.9,0,HUMAN
45.3618,23.4375,82090.5,0,HUMAN
45.7075,23.4375,88737.1,0,HUMAN
45.7853,23.4375,94662.5,0,HUMAN
45.7999,23.4375,97245.5,0,HUMAN
45.933,23.4375,94577.4,0,HUMAN
43.37,23.4375,55953.9,0,HUMAN
43.8159,23.4375,58585.0,0,HUMAN
43.9125,23.4375,62464.7,0,HUMAN
44.9822,23.4375,70646.0,0,HUMAN
46.1458,23.4375,111804.0,0,HUMAN
45.3786,23.4375,84006.7,0,HUMAN
46.2239,23.4375,101469.0,0,HUMAN
44.8761,23.4375,72211.6,0,HUMAN
45.5335,23.4375,83201.7,0,HUMAN
44.4765,23.4375,63316.5,0,HUMAN
44.7711,23.4375,80434.7,0,HUMAN
44.6266,23.4375,71800.9,0,HUMAN
45.3306,23.4375,88278.1,0,HUMAN
46.6502,23.4375,111190.0,0,HUMAN
43.9923,23.4375,73539.3,0,HUMAN
46.2977,23.4375,93864.4,0,HUMAN
46.2304,23.4375,102416.0,3,HUMAN
45.1332,23.4375,79188.3,0,HUMAN
45.2563,23.4375,80183.3,0,HUMAN
43.5436,23.4375,59529.2,0,HUMAN
45.143,23.4375,91002.6,0,HUMAN
45.9619,23.4375,99708.6,0,HUMAN
45.1029,23.4375,79198.3,0,HUMAN
46.2407,23.4375,103458.0,0,HUMAN
44.9604,23.4375,76747.9,0,HUMAN
46.0697,23.4375,104039.0,0,HUMAN
43.7523,23.4375,63310.9,0,HUMAN
46.4688,23.4375,123812.0,0,HUMAN
46.5382,23.4375,109457.0,0,HUMAN
46.0993,23.4375,110212.0,0,HUMAN
44.9576,23.4375,77118.2,0,HUMAN
46.0552,23.4375,106835.0,0,HUMAN
46.5044,23.4375,111142.0,0,HUMAN
45.3796,23.4375,81536.8,0,HUMAN
45.9792,23.4375,101062.0,0,HUMAN
45.1453,23.4375,73717.7,0,HUMAN
45.9921,23.4375,89377.0,0,HUMAN
44.7651,23.4375,69272.6,0,HUMAN
45.8939,23.4375,94793.5,0,HUMAN
45.1615,23.4375,80353.1,0,HUMAN
45.2981,23.4375,90745.5,0,HUMAN
44.9959,23.4375,87747.6,0,HUMAN
44.8239,23.4375,79356.7,0,HUMAN
44.3734,23.4375,65878.6,0,HUMAN
45.1711,23.4375,87577.8,0,HUMAN
45.6654,23.4375,95736.3,0,HUMAN
46.3924,23.4375,115180.0,0,HUMAN
45.9811,23.4375,114579.0,0,HUMAN
51.0192,23.4375,305485.0,0,HUMAN
45.9586,23.4375,94098.5,0,HUMAN
44.9323,23.4375,81478.0,0,HUMAN
45.3096,23.4375,84653.0,0,HUMAN
46.2397,23.4375,96481.5,0,HUMAN
46.6411,23.4375,108860.0,0,HUMAN
45.1677,23.4375,83020.8,0,HUMAN
47.3062,23.4375,119056.0,0,HUMAN
45.8456,23.4375,93391.5,0,HUMAN
45.9875,23.4375,92034.7,0,HUMAN
45.7875,23.4375,91169.4,0,HUMAN
46.0513,23.4375,100192.0,0,HUMAN
44.6676,23.4375,75127.4,0,HUMAN
45.1515,23.4375,80415.7,0,HUMAN
46.2458,23.4375,109709.0,0,HUMAN
46.2379,23.4375,102938.0,0,HUMAN
45.2315,23.4375,82811.5,0,HUMAN
44.963,23.4375,79246.6,0,HUMAN
46.4686,23.4375,118986.0,0,HUMAN
45.7018,23.4375,93526.4,0,HUMAN
46.0419,23.4375,91371.3,0,HUMAN
45.1025,23.4375,87980.8,0,HUMAN
45.6745,23.4375,91698.2,0,HUMAN
46.739,23.4375,120501.0,0,HUMAN
45.6208,23.4375,88164.6,0,HUMAN
44.928,23.4375,82172.3,0,HUMAN
44.2692,23.4375,63612.9,0,HUMAN
44.7218,23.4375,72805.2,0,HUMAN
45.9936,23.4375,103308.0,0,HUMAN
46.043,23.4375,104212.0,0,HUMAN
44.6303,23.4375,66926.9,0,HUMAN
45.216,23.4375,76909.9,0,HUMAN
45.1348,23.4375,96159.2,0,HUMAN
45.5682,23.4375,92524.4,0,HUMAN
45.7855,23.4375,99724.1,0,HUMAN
45.6643,23.4375,96169.7,0,HUMAN
46.6792,23.4375,113250.0,0,HUMAN
45.0487,23.4375,80031.2,0,HUMAN
46.7624,23.4375,115459.0,0,HUMAN
46.3459,23.4375,108137.0,0,HUMAN
45.813,23.4375,88533.6,0,HUMAN
46.311,23.4375,115191.0,0,HUMAN
45.2599,23.4375,83296.2,0,HUMAN
44.8974,23.4375,75238.9,0,HUMAN
45.7478,23.4375,91589.1,0,HUMAN
46.9429,23.4375,120368.0,0,HUMAN
44.2136,23.4375,65140.8,0,HUMAN
48.1936,54.6875,169627.0,0,HUMAN
45.7345,23.4375,88719.1,0,HUMAN
45.9142,23.4375,105238.0,0,HUMAN
45.0135,23.4375,76756.4,0,HUMAN
45.3148,23.4375,84106.9,0,HUMAN
45.444,23.4375,87290.1,0,HUMAN
45.9687,23.4375,99069.3,0,HUMAN
45.204,23.4375,81767.4,0,HUMAN
44.6577,54.6875,68483.1,0,HUMAN
49.096,23.4375,200929.0,0,HUMAN
46.6492,23.4375,123133.0,0,HUMAN
45.9581,23.4375,101079.0,0,HUMAN
45.9109,23.4375,97095.7,0,HUMAN
45.7372,23.4375,86990.1,0,HUMAN
44.6276,23.4375,72454.3,0,HUMAN
45.5846,23.4375,86212.5,0,HUMAN
44.4399,23.4375,73972.3,0,HUMAN
46.4467,23.4375,110544.0,0,HUMAN
45.6733,23.4375,88791.9,0,HUMAN
45.7158,23.4375,94995.2,0,HUMAN
46.6373,23.4375,104800.0,0,HUMAN
47.0761,23.4375,124418.0,0,HUMAN
45.5061,23.4375,86771.6,0,HUMAN
45.5224,23.4375,107574.0,0,HUMAN
46.3411,23.4375,115530.0,0,HUMAN
45.9914,54.6875,92494.6,0,HUMAN
44.7345,23.4375,77659.0,0,HUMAN
45.2203,23.4375,83098.8,0,HUMAN
47.1249,54.6875,130927.0,0,HUMAN
46.0556,23.4375,96139.4,0,HUMAN
46.0697,23.4375,102647.0,0,HUMAN
44.7354,23.4375,84392.5,0,HUMAN
45.853,23.4375,93461.9,0,HUMAN
45.0145,23.4375,93726.4,0,HUMAN
45.079,23.4375,88783.3,0,HUMAN
45.1973,23.4375,81513.0,0,HUMAN
46.5243,23.4375,107796.0,0,HUMAN
45.9173,23.4375,94198.3,0,HUMAN
46.0359,23.4375,98383.6,0,HUMAN
47.0593,23.4375,118057.0,0,HUMAN
45.9595,23.4375,92791.9,0,HUMAN
45.2703,23.4375,90695.4,0,HUMAN
45.8328,23.4375,93337.2,0,HUMAN
44.7601,23.4375,74124.4,0,HUMAN
44.2597,23.4375,67193.9,0,HUMAN
45.2948,23.4375,91004.1,0,HUMAN
45.5348,23.4375,80201.2,0,HUMAN
45.5142,23.4375,89866.4,0,HUMAN
46.5826,23.4375,107455.0,0,HUMAN
45.7334,23.4375,109558.0,0,HUMAN
44.6283,23.4375,63105.3,0,HUMAN
45.326,23.4375,81983.5,0,HUMAN
45.6585,23.4375,92705.0,0,HUMAN
47.1118,23.4375,129209.0,0,HUMAN
46.8447,23.4375,129601.0,0,HUMAN
46.3327,23.4375,102208.0,0,HUMAN
45.3386,23.4375,90675.6,0,HUMAN
46.6059,23.4375,109143.0,0,HUMAN
44.4011,23.4375,71519.5,0,HUMAN
44.4892,23.4375,71801.0,0,HUMAN
46.6197,23.4375,112968.0,0,HUMAN
45.3109,23.4375,79131.6,0,HUMAN
45.7422,23.4375,106926.0,0,HUMAN
45.4947,23.4375,82977.0,0,HUMAN
47.0561,23.4375,123360.0,0,HUMAN
46.072,23.4375,108281.0,0,HUMAN
47.2884,23.4375,131825.0,0,HUMAN
47.0552,23.4375,132153.0,0,HUMAN
45.6578,23.4375,83541.7,0,HUMAN
45.7608,23.4375,89742.1,0,HUMAN
45.1259,23.4375,85062.8,0,HUMAN
46.8302,23.4375,114647.0,0,HUMAN
46.3288,23.4375,104259.0,0,HUMAN
45.4629,23.4375,81035.9,0,HUMAN
45.7332,23.4375,89305.8,0,HUMAN
46.3851,23.4375,114746.0,0,HUMAN
45.6087,23.4375,89229.7,0,HUMAN
47.1517,23.4375,125762.0,0,HUMAN
46.1559,23.4375,101487.0,0,HUMAN
45.2019,23.4375,80956.1,0,HUMAN
44.9178,23.4375,73449.3,0,HUMAN
45.7916,23.4375,91223.4,0,HUMAN
46.3456,23.4375,103286.0,0,HUMAN
45.5327,23.4375,80350.0,0,HUMAN
44.7736,23.4375,75923.1,0,HUMAN
45.1685,23.4375,79770.2,0,HUMAN
44.2148,23.4375,69570.0,0,HUMAN
46.2439,23.4375,105454.0,0,HUMAN
45.8877,23.4375,87804.6,0,HUMAN
46.3892,23.4375,103448.0,0,HUMAN
68.8743,7.8125,3.68397E7,0,HUMAN
47.1128,23.4375,111761.0,0,HUMAN
45.1208,23.4375,70003.9,0,HUMAN
68.8906,7.8125,3.70551E7,0,HUMAN
47.3997,23.4375,110868.0,0,HUMAN
44.5284,23.4375,77197.6,0,HUMAN
46.6523,23.4375,90631.2,0,HUMAN
47.641,23.4375,144075.0,0,HUMAN
46.8918,23.4375,113035.0,0,HUMAN
46.1868,23.4375,105611.0,0,HUMAN
45.7176,23.4375,88917.5,0,HUMAN
46.3663,23.4375,101451.0,0,HUMAN
45.5175,23.4375,91742.1,0,HUMAN
44.2164,23.4375,65264.7,0,HUMAN
44.9185,23.4375,72305.8,0,HUMAN
45.9597,23.4375,103636.0,0,HUMAN
45.549,23.4375,92656.4,0,HUMAN
68.5971,7.8125,3.49016E7,0,HUMAN
45.7342,23.4375,93533.1,0,HUMAN
44.8035,23.4375,66541.1,0,HUMAN
46.0488,23.4375,101485.0,0,HUMAN
44.9219,23.4375,71536.3,0,HUMAN
46.0253,23.4375,102821.0,0,HUMAN
47.0884,54.6875,127704.0,0,HUMAN
44.1029,23.4375,69758.5,0,HUMAN
45.7068,15.625,91648.8,0,HUMAN
45.5834,23.4375,95225.3,0,HUMAN
45.6223,23.4375,83500.1,0,HUMAN
46.133,23.4375,94244.9,0,HUMAN
46.4671,23.4375,112350.0,0,HUMAN
46.5899,23.4375,106004.0,0,HUMAN
46.5325,23.4375,102476.0,0,HUMAN
46.0342,23.4375,94529.5,0,HUMAN
46.0542,23.4375,89057.2,0,HUMAN
46.6413,23.4375,104152.0,0,HUMAN
47.9692,23.4375,152618.0,0,HUMAN
46.3473,23.4375,103251.0,0,HUMAN
47.1,23.4375,124097.0,0,HUMAN
45.2393,23.4375,93644.7,0,HUMAN
46.624,23.4375,109840.0,0,HUMAN
45.2486,23.4375,87130.5,0,HUMAN
46.087,23.4375,99233.2,0,HUMAN
45.552,23.4375,92079.5,0,HUMAN
45.8248,23.4375,96459.0,0,HUMAN
45.1149,23.4375,89305.0,4,HUMAN
46.8777,23.4375,100954.0,0,HUMAN
68.2599,7.8125,3.2631E7,0,HUMAN
47.7062,23.4375,142270.0,0,HUMAN
44.9553,23.4375,85571.6,0,HUMAN
46.4261,23.4375,114631.0,0,HUMAN
46.6069,23.4375,113843.0,1,HUMAN
46.9675,23.4375,117298.0,1,HUMAN
46.012,23.4375,94075.5,0,HUMAN
46.269,23.4375,111217.0,0,HUMAN
46.3373,23.4375,95628.9,0,HUMAN
46.7136,23.4375,122551.0,0,HUMAN
46.8507,23.4375,113631.0,0,HUMAN
46.7654,23.4375,125632.0,0,HUMAN
44.4425,23.4375,77802.1,0,HUMAN
44.5746,23.4375,81923.7,0,HUMAN
46.3334,23.4375,104995.0,0,HUMAN
45.8987,23.4375,96566.8,0,HUMAN
46.5314,23.4375,100053.0,0,HUMAN
45.6084,23.4375,81748.9,0,HUMAN
45.3939,23.4375,87637.9,0,HUMAN
46.4489,23.4375,108550.0,0,HUMAN
45.9642,23.4375,100048.0,0,HUMAN
47.0862,23.4375,121918.0,0,HUMAN
47.2791,23.4375,133473.0,0,HUMAN
47.527,23.4375,133531.0,0,HUMAN
45.684,23.4375,88911.0,0,HUMAN
46.7927,23.4375,135061.0,0,HUMAN
45.4136,23.4375,82217.7,0,HUMAN
45.6093,23.4375,90176.2,0,HUMAN
47.0168,23.4375,135316.0,0,HUMAN
68.2843,7.8125,3.26711E7,0,HUMAN
46.9285,23.4375,124894.0,0,HUMAN
45.8909,23.4375,96402.0,0,HUMAN
68.6883,7.8125,3.53976E7,0,HUMAN
45.2385,23.4375,77311.9,0,HUMAN
45.666,23.4375,87868.6,0,HUMAN
67.6514,7.8125,2.83438E7,0,HUMAN
47.5808,23.4375,146552.0,0,HUMAN
45.8331,23.4375,100207.0,0,HUMAN
68.0128,7.8125,3.05072E7,0,HUMAN
45.3751,23.4375,98538.0,0,HUMAN
68.6034,7.8125,3.46995E7,1,HUMAN
46.6756,23.4375,127474.0,0,HUMAN
45.8848,23.4375,101650.0,0,HUMAN
45.2607,23.4375,89171.5,0,HUMAN
44.8199,23.4375,69205.8,0,HUMAN
45.3371,23.4375,92568.9,0,HUMAN
45.4553,23.4375,89494.7,0,HUMAN
45.9629,23.4375,96810.1,0,HUMAN
45.8325,23.4375,97533.4,0,HUMAN
68.3838,7.8125,3.30628E7,0,HUMAN
45.5388,23.4375,93916.6,0,HUMAN
46.0485,62.5,92005.8,0,HUMAN
68.5939,7.8125,3.48676E7,0,HUMAN
45.387,23.4375,78952.7,0,HUMAN
46.6766,23.4375,120342.0,0,HUMAN
46.0279,23.4375,97785.3,0,HUMAN
45.5884,23.4375,85943.4,0,HUMAN
44.942,23.4375,80240.8,0,HUMAN
45.5269,23.4375,82562.8,0,HUMAN
45.1062,23.4375,80439.1,0,HUMAN
44.6594,23.4375,80113.3,0,HUMAN
45.0928,23.4375,79749.5,0,HUMAN
45.4711,23.4375,92262.8,0,HUMAN
44.3246,23.4375,69556.1,0,HUMAN
43.7265,23.4375,66855.4,0,HUMAN
44.6005,23.4375,73244.1,0,HUMAN
45.3005,23.4375,71811.1,0,HUMAN
45.7598,23.4375,97837.8,0,HUMAN
68.3058,7.8125,3.25925E7,0,HUMAN
44.4986,23.4375,70427.8,0,HUMAN
45.8753,23.4375,94982.2,0,HUMAN
68.2763,7.8125,3.2661E7,0,HUMAN
46.524,23.4375,112003.0,0,HUMAN
68.4432,7.8125,3.35026E7,0,HUMAN
44.9648,23.4375,75476.8,0,HUMAN
45.4029,23.4375,86466.0,0,HUMAN
68.6989,7.8125,3.55679E7,0,HUMAN
45.6484,23.4375,83516.3,0,HUMAN
44.3057,23.4375,62003.0,0,HUMAN
68.734,7.8125,3.56951E7,0,HUMAN
44.2154,23.4375,64097.2,0,HUMAN
46.6782,23.4375,105976.0,0,HUMAN
45.5673,54.6875,101437.0,0,HUMAN
46.8957,23.4375,115884.0,0,HUMAN
50.8877,54.6875,316814.0,0,HUMAN
45.5398,54.6875,92804.9,0,HUMAN
45.8449,23.4375,95623.0,0,HUMAN
45.5439,23.4375,93551.2,0,HUMAN
45.2201,23.4375,81810.1,0,HUMAN
45.1893,23.4375,77296.3,0,HUMAN
43.7666,23.4375,65652.4,0,HUMAN
46.0444,54.6875,103384.0,0,HUMAN
44.7181,23.4375,75206.2,0,HUMAN
44.0588,23.4375,67161.3,0,HUMAN
45.6367,23.4375,96090.5,0,HUMAN
68.1646,7.8125,3.17676E7,0,HUMAN
47.0056,23.4375,112892.0,0,HUMAN
45.0907,23.4375,70565.0,0,HUMAN
45.612,23.4375,91571.7,0,HUMAN
45.1345,23.4375,72582.7,0,HUMAN
45.9857,23.4375,101231.0,0,HUMAN
45.0192,23.4375,80068.3,0,HUMAN
45.0274,23.4375,77973.0,0,HUMAN
45.7189,23.4375,88531.9,0,HUMAN
46.7637,23.4375,106648.0,0,HUMAN
43.5256,23.4375,61214.9,0,HUMAN
46.0134,23.4375,100280.0,0,HUMAN
44.7108,23.4375,66767.7,0,HUMAN
43.6648,23.4375,66527.5,0,HUMAN
42.9799,23.4375,45640.1,0,HUMAN
46.5101,54.6875,115194.0,0,HUMAN
68.1441,7.8125,3.17854E7,0,HUMAN
45.7818,23.4375,105877.0,0,HUMAN
46.2094,23.4375,108676.0,0,HUMAN
45.6675,23.4375,96709.8,0,HUMAN
45.9088,23.4375,100564.0,0,HUMAN
46.9069,62.5,121289.0,0,HUMAN
46.2049,23.4375,100472.0,0,HUMAN
46.2829,23.4375,112505.0,0,HUMAN
43.6965,23.4375,64225.0,0,HUMAN
44.004,23.4375,72840.1,0,HUMAN
45.4009,23.4375,89718.9,0,HUMAN
44.1292,23.4375,69559.4,0,HUMAN
47.6951,54.6875,139874.0,6,HUMAN
45.4664,23.4375,108232.0,0,HUMAN
47.0757,23.4375,139064.0,0,HUMAN
45.5129,23.4375,93384.0,0,HUMAN
68.0745,7.8125,3.13039E7,0,HUMAN
47.4765,23.4375,155849.0,0,HUMAN
0.0,0.0,0.0,0,HUMAN
46.9109,15.625,133108.0,0,HUMAN
45.6305,23.4375,92778.7,0,HUMAN
68.1096,7.8125,3.11797E7,0,HUMAN
46.3249,23.4375,101293.0,0,HUMAN
50.8862,23.4375,486314.0,4,HUMAN
0.0,0.0,0.0,0,HUMAN
45.0793,23.4375,81781.9,0,HUMAN
46.2106,23.4375,97093.5,0,HUMAN
45.7404,23.4375,93042.8,0,HUMAN
45.8545,23.4375,97351.0,0,HUMAN
45.0647,23.4375,84904.6,0,HUMAN
46.4322,23.4375,92692.4,0,HUMAN
47.1667,23.4375,133248.0,0,HUMAN
46.3322,23.4375,91846.2,0,HUMAN
44.7874,23.4375,86127.8,0,HUMAN
45.7813,23.4375,85157.4,0,HUMAN
44.9579,23.4375,77214.9,0,HUMAN
46.5945,23.4375,111426.0,0,HUMAN
45.3859,23.4375,80209.6,0,HUMAN
47.0717,23.4375,134367.0,0,HUMAN
45.4335,23.4375,91125.4,0,HUMAN
46.2238,23.4375,106681.0,0,HUMAN
45.7825,23.4375,99542.4,0,HUMAN
56.1311,1117.19,1029750.0,345,NON_HUMAN
50.0334,23.4375,278175.0,156,HUMAN
57.8025,1695.31,1691220.0,346,NON_HUMAN
55.0706,1750.0,966350.0,269,NON_HUMAN
69.6783,7.8125,4.34438E7,161,HUMAN
53.8171,1328.12,633954.0,267,NON_HUMAN
61.4561,750.0,3628510.0,415,NON_HUMAN
0.0,0.0,0.0,0,HUMAN
45.2701,23.4375,82337.5,0,HUMAN
65.589,1257.81,9362190.0,454,NON_HUMAN
62.2438,1695.31,4455040.0,434,NON_HUMAN
64.882,1765.62,8115780.0,443,NON_HUMAN
66.9951,1890.62,1.46624E7,466,NON_HUMAN
68.3791,1781.25,1.74337E7,482,NON_HUMAN
59.437,562.5,2484050.0,397,HUMAN
71.1074,1671.88,3.2237E7,490,NON_HUMAN
62.5424,1179.69,6380470.0,319,NON_HUMAN
68.6792,1585.94,2.03939E7,468,NON_HUMAN
65.195,1117.19,9143130.0,435,NON_HUMAN
70.1945,1226.56,3.54224E7,438,NON_HUMAN
72.8265,1125.0,4.8752E7,488,NON_HUMAN
45.3467,23.4375,87588.4,0,HUMAN
44.6528,23.4375,71082.9,0,HUMAN
46.4042,23.4375,107461.0,0,HUMAN
45.9776,23.4375,87364.4,0,HUMAN
45.7493,23.4375,99294.0,0,HUMAN
46.1544,23.4375,109496.0,0,HUMAN
45.186,23.4375,71276.2,0,HUMAN
45.9766,23.4375,93735.5,0,HUMAN
45.3241,23.4375,94491.3,0,HUMAN
45.143,23.4375,65207.0,0,HUMAN
46.1326,23.4375,96021.8,0,HUMAN
44.8798,23.4375,70516.5,0,HUMAN
47.6479,23.4375,137466.0,0,HUMAN
45.5348,23.4375,97363.7,0,HUMAN
45.7777,23.4375,93715.2,0,HUMAN
44.8817,23.4375,80303.5,0,HUMAN
44.6971,23.4375,77560.7,0,HUMAN
46.3529,23.4375,100002.0,0,HUMAN
68.0372,7.8125,3.10011E7,0,HUMAN
45.8729,23.4375,84998.2,0,HUMAN
46.3087,23.4375,115585.0,0,HUMAN
68.2027,7.8125,3.18253E7,0,HUMAN
46.2396,23.4375,110767.0,0,HUMAN
45.0802,23.4375,80804.9,0,HUMAN
68.3303,7.8125,3.30369E7,0,HUMAN
45.2501,23.4375,78599.8,0,HUMAN
44.6858,23.4375,80741.0,0,HUMAN
68.3475,7.8125,3.31665E7,0,HUMAN
46.3919,23.4375,99399.4,0,HUMAN
